Boat Name,gear_type
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
Zingatia,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
,Unknown
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
KIJIO SIO KHANISI,Longline
Maokoto,Gillnet
Zingatia,Unknown
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Nurul Bahari,Gillnet
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Al Farooq,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Al Farooq,Handline
Al Farooq,Handline
Muomba Mungu Hachoki,Unknown
Atowae Mungu,Handline
Atowae Mungu,Handline
Atowae Mungu,Handline
Atowae Mungu,Handline
Atowae Mungu,Handline
Atowae Mungu,Handline
Atowae Mungu,Handline
Atowae Mungu,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Haina shehe,Gillnet
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Mwene96,Longline
Haina shehe,Gillnet
SEAZONE,Handline
Kitango,Gillnet
ZinaMola,Handline
Kisuna,Ring_net
BinAyubu,Ring_net
Kocha,Longline
Tatizo wao,Ring_net
Madengo mtuma,Longline
Imani,Handline
Eejamani,Ring_net
Zam Zam,Ring_net
Arhama,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
SEAZONE,Handline
Chumu Juma Rajab,Gillnet
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Tizamani,Trap
Kambi popote,Unknown
Kambi popote,Unknown
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Asma Han,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Jitihada,Ring_net
Kilma moja,Trap
Kilma moja,Trap
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Focus,Ring_net
Yatakwisha,Handline
Mwene96,Longline
Yanini yote hayo,Ring_net
ZinaMola,Handline
Mwene96,Longline
Tizamani,Trap
Salum Omar Khatib,Gillnet
Kitango,Gillnet
Jitihada,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Yanini yote hayo,Ring_net
Haina shehe,Gillnet
Itabaki stori,Ring_net
Asma Han,Handline
Mashaallah,Ring_net
Mashaallah,Ring_net
BinAyubu,Ring_net
Madengo mtuma,Longline
Eejamani,Ring_net
Tatizo wao,Ring_net
Kocha,Longline
Focus,Ring_net
Tajiri mtoto,Ring_net
Arhama,Ring_net
Chumu Juma Rajab,Gillnet
SEAZONE,Handline
Imani,Handline
Asma Han,Handline
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Jamila,Handline
Kitango,Gillnet
Yanini yote hayo,Ring_net
Maokoto,Gillnet
Yatakwisha,Handline
Mwene96,Longline
ZinaMola,Handline
Tizamani,Trap
Salum Omar Khatib,Gillnet
Mwene96,Longline
Juma Ali Khamis,Longline
Suleiman Shariff Haji,Longline
Kambi popote,Unknown
Baba Wawili,Handline
BinAyubu,Ring_net
Jema ni lipi,Ring_net
Tajiri mtoto,Ring_net
Madengo mtuma,Longline
Zam Zam,Ring_net
Kambi popote,Unknown
Kambi popote,Unknown
Arhama,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Hasbiyaallah,Ring_net
Eejamani,Ring_net
Chumu Juma Rajab,Gillnet
Asma Han,Handline
Focus,Ring_net
SEAZONE,Handline
Kitango,Gillnet
Yanini yote hayo,Ring_net
Juma Ali Khamis,Longline
Tizamani,Trap
ZinaMola,Handline
Kambi popote,Unknown
Al Farooq,Handline
Jitihada,Ring_net
Kisuna,Ring_net
BinAyubu,Ring_net
Jema ni lipi,Ring_net
Moyo tulia,Longline
Eejamani,Ring_net
Arhama,Ring_net
Hasbiyaallah,Ring_net
Itabaki stori,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Chumu Juma Rajab,Gillnet
Fikra zao,Unknown
Yatakwisha,Handline
Focus,Ring_net
Kitango,Gillnet
Asma Han,Handline
Tajiri mtoto,Ring_net
Salum Omar Khatib,Gillnet
Eejamani,Ring_net
Madengo mtuma,Longline
Mustafa Makame Msina,Gillnet
Kisuna,Ring_net
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Sina haja,Handline
Sina haja,Handline
Sina haja,Handline
Sina haja,Handline
Sina haja,Handline
Sina haja,Handline
Sina haja,Handline
Sina haja,Handline
Sina haja,Handline
Sina haja,Handline
Sina haja,Handline
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
Mustafa Makame Msina,Gillnet
MJINGA MIE,Unknown
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
Ali Idrissa Ali,Trap
SEAZONE,Handline
Asma Han,Handline
Mashaallah,Ring_net
Mashaallah,Ring_net
BinAyubu,Ring_net
Arhama,Ring_net
Eejamani,Ring_net
Madengo mtuma,Longline
Sina haja,Handline
Zam Zam,Ring_net
Jema ni lipi,Ring_net
Al Farooq,Handline
Itabaki stori,Ring_net
Imani,Handline
Segere,Gillnet
SEAZONE,Handline
Chumu Juma Rajab,Gillnet
Kitango,Gillnet
Kocha,Longline
Salum Omar Khatib,Gillnet
Kambi popote,Unknown
Kambi popote,Unknown
Salum Omar Khatib,Gillnet
BinAyubu,Ring_net
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Ameir Juma Suleiman,Longline
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Madengo mtuma,Longline
Arhama,Ring_net
Eejamani,Ring_net
Fikra zao Mkoani,Ring_net
Tatizo wao,Ring_net
Salum Omar Khatib,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
WASHINGTON DC,Gillnet
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Chumu Juma Rajab,Gillnet
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Yaarazali,Unknown
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Asma Han,Handline
Cheka nao,Longline
Cheka nao,Longline
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Hasbiyaallah,Ring_net
Uzuri Ngamani,Handline
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hasbiyaallah,Ring_net
Niruhuda,Ring_net
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Segere,Gillnet
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Mashallah,Unknown
Baba Wawili,Handline
Al Farooq,Handline
Al Farooq,Handline
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Hudaa,Gillnet
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Uwezi Jua,Seine
Jannati,Handline
Jannati,Handline
Jannati,Handline
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Nyange Khamis Sheha,Handline
Nyange Khamis Sheha,Handline
Nyange Khamis Sheha,Handline
Nyange Khamis Sheha,Handline
Nyange Khamis Sheha,Handline
Nyange Khamis Sheha,Handline
Nyange Khamis Sheha,Handline
Taysir,Ring_net
Taysir,Ring_net
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Al Farooq,Handline
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Baba Wawili,Handline
Al Farooq,Handline
Al Farooq,Handline
Al Farooq,Handline
Al Farooq,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
SEAZONE,Handline
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Al Farooq,Handline
Al Farooq,Handline
Al Farooq,Handline
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Suleiman Shariff Haji,Longline
Mashallah,Unknown
Mashallah,Unknown
Baba Wawili,Handline
