Boat Name,gear_type
Mwajirina,Ring_net
Zam Zam,Ring_net
Itabaki stori,Ring_net
Kisuna,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Muomba Mungu Hachoki,Unknown
SEAZONE,Handline
Big up,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
LAZIZI,Seine
Salum Omar Khatib,Gillnet
DUA 2,Unknown
DUA 2,Unknown
Mashaallah,Ring_net
Mashaallah,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Juma Ali Khamis,Longline
Focus,Ring_net
Focus,Ring_net
Tajiri mtoto,Ring_net
Al Farooq,Handline
Baba Wawili,Handline
Taysir,Ring_net
Angalia Mbele,Ring_net
Salum Omar Khatib,Gillnet
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Muomba Mungu Hachoki,Unknown
BinAyubu,Ring_net
Zam Zam,Ring_net
Cheka nao,Longline
Cheka nao,Longline
Al Farooq,Handline
Baba Wawili,Handline
Kisuna,Ring_net
Kisuna,Ring_net
Angalia Mbele,Ring_net
BinAyubu,Ring_net
Big up,Ring_net
Itabaki stori,Ring_net
Kisuna,Ring_net
Itabaki stori,Ring_net
Angalia Mbele,Ring_net
Jamila,Handline
Big up,Ring_net
Big up,Ring_net
Kisuna,Ring_net
Angalia Mbele,Ring_net
Itabaki stori,Ring_net
Big up,Ring_net
Jamila,Handline
Focus,Ring_net
Big up,Ring_net
Kisuna,Ring_net
Jamila,Handline
Jamila,Handline
Fikra zao Mkoani,Ring_net
Imani,Handline
Kocha,Longline
Kocha,Longline
Kocha,Longline
Kocha,Longline
Kocha,Longline
Kocha,Longline
Kocha,Longline
Kocha,Longline
Kocha,Longline
Kocha,Longline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
ZinaMola,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
ZinaMola,Handline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
Madengo mtuma,Longline
ZinaMola,Handline
Jamila,Handline
Yatakwisha,Handline
Kocha,Longline
Kitango,Gillnet
ZinaMola,Handline
Salum Omar Khatib,Gillnet
Arhama,Ring_net
BinAyubu,Ring_net
Jamila,Handline
Angalia Mbele,Ring_net
Kocha,Longline
Kitango,Gillnet
ZinaMola,Handline
Salum Omar Khatib,Gillnet
BinAyubu,Ring_net
Madengo mtuma,Longline
LAZIZI,Seine
Jamila,Handline
Kisuna,Ring_net
Kitango,Gillnet
ZinaMola,Handline
Niruhuda,Ring_net
Kwa roho safi,Handline
BinAyubu,Ring_net
Hasbiyaallah,Ring_net
Baba Wawili,Handline
Madengo mtuma,Longline
Arhama,Ring_net
ZinaMola,Handline
Jamila,Handline
Kitango,Gillnet
Hasbiyaallah,Ring_net
Fikra zao Mkoani,Ring_net
BinAyubu,Ring_net
Moyo tulia,Longline
Arhama,Ring_net
Madengo mtuma,Longline
Kisuna,Ring_net
Salum Omar Khatib,Gillnet
Mashaallah,Ring_net
Mashaallah,Ring_net
Kitango,Gillnet
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
BinAyubu,Ring_net
LAZIZI,Seine
Mashaallah,Ring_net
Mashaallah,Ring_net
ZinaMola,Handline
Madengo mtuma,Longline
Moyo tulia,Longline
Arhama,Ring_net
Fikra zao Mkoani,Ring_net
Yatakwisha,Handline
Itabaki stori,Ring_net
Hasbiyaallah,Ring_net
Kitango,Gillnet
ZinaMola,Handline
Kisuna,Ring_net
Kisuna,Ring_net
Madengo mtuma,Longline
BinAyubu,Ring_net
Tajiri mtoto,Ring_net
Itabaki stori,Ring_net
Fikra zao Mkoani,Ring_net
Arhama,Ring_net
Kocha,Longline
Mashaallah,Ring_net
Mashaallah,Ring_net
Kitango,Gillnet
Arhama,Ring_net
Kisuna,Ring_net
BinAyubu,Ring_net
Cheka nao,Longline
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Arhama,Ring_net
Madengo mtuma,Longline
Mashaallah,Ring_net
Mashaallah,Ring_net
Itabaki stori,Ring_net
Kitango,Gillnet
ZinaMola,Handline
Zam Zam,Ring_net
Kisuna,Ring_net
Jamila,Handline
BinAyubu,Ring_net
Tajiri mtoto,Ring_net
Arhama,Ring_net
Kisuna,Ring_net
Itabaki stori,Ring_net
Muomba Mungu Hachoki,Unknown
Saluti Apewe Mama,Ring_net
Muomba Mungu Hachoki,Unknown
Kitango,Gillnet
Yatakwisha,Handline
Suleiman Shariff Haji,Longline
Madengo mtuma,Longline
Kisuna,Ring_net
Shufaa,Gillnet
Tajiri mtoto,Ring_net
Kisuna,Ring_net
BinAyubu,Ring_net
Madengo mtuma,Longline
SEAZONE,Handline
Kambi popote,Unknown
Mashaallah,Ring_net
Mashaallah,Ring_net
Kocha,Longline
Arhama,Ring_net
Jamila,Handline
Itabaki stori,Ring_net
Yatakwisha,Handline
ZinaMola,Handline
Kisuna,Ring_net
Salum Omar Khatib,Gillnet
BinAyubu,Ring_net
Arhama,Ring_net
SEAZONE,Handline
Moyo tulia,Longline
Kocha,Longline
Madengo mtuma,Longline
Mashaallah,Ring_net
Mashaallah,Ring_net
SEAZONE,Handline
Hasbiyaallah,Ring_net
Itabaki stori,Ring_net
Arhama,Ring_net
Yatakwisha,Handline
ZinaMola,Handline
Imani,Handline
BinAyubu,Ring_net
Madengo mtuma,Longline
Arhama,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
SEAZONE,Handline
Itabaki stori,Ring_net
Kocha,Longline
Tuimarike kengeja,Longline
Tuimarike kengeja,Longline
Tuimarike kengeja,Longline
Tuimarike kengeja,Longline
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
ZinaMola,Handline
Yatakwisha,Handline
Uzuri Ngamani,Handline
Fikra zao Mkoani,Ring_net
BinAyubu,Ring_net
SEAZONE,Handline
Hasbiyaallah,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Madengo mtuma,Longline
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Arhama,Ring_net
Eejamani,Ring_net
Kocha,Longline
Zam Zam,Ring_net
LAZIZI,Seine
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Kande,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Mashaallah,Ring_net
Mashaallah,Ring_net
Hainashaka,Ring_net
Hainashaka,Ring_net
Hasbiyaallah,Ring_net
Yatakwisha,Handline
Kitango,Gillnet
ZinaMola,Handline
Muomba Mungu Hachoki,Unknown
Kitango,Gillnet
MJINGA MIE,Unknown
BinAyubu,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Tatizo wao,Ring_net
Madengo mtuma,Longline
Eejamani,Ring_net
Arhama,Ring_net
Kocha,Longline
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
Salum Omar Khatib,Gillnet
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Zam Zam,Ring_net
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
Zam Zam,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Nia Njema,Handline
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Taysir,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Muhsin,Ring_net
Jamila,Handline
Jamila,Handline
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Kambi popote,Unknown
Kambi popote,Unknown
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Segere,Gillnet
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
MJINGA MIE,Unknown
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Masamaki,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Fikra zao,Unknown
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
